"DTIME","BEVALUE"
"2019-07-15 20:17:40",165,2
"2019-07-15 20:18:43",0
"2019-07-15 20:19:43",165,2
"2019-07-15 20:20:43",165,2
"2019-07-15 20:22:47",165,2
"2019-07-15 20:23:47",165,2
"2019-07-15 20:25:47",165,2
"2019-07-15 20:26:50",165,2
"2019-07-15 20:27:50",165,2
"2019-07-15 20:28:53",165,2
"2019-07-15 20:29:53",165,2
"2019-07-15 20:30:53",165,2
"2019-07-15 20:31:58",165,2
"2019-07-15 20:32:58",165,2
"2019-07-15 20:33:58",165,2
"2019-07-16 06:48:39",165,3
"2019-07-16 06:49:39",165,2
"2019-07-16 06:50:39",165,2
"2019-07-16 06:51:39",165,3
"2019-07-16 07:48:27",165
"2019-07-16 07:49:27",164,9
"2019-07-16 07:50:27",164,9
"2019-07-16 07:51:27",164,8
"2019-07-16 08:31:21",164,4
"2019-07-16 08:39:50",164,5
"2019-07-16 09:30:01",163,6
"2019-07-16 09:31:01",164
"2019-07-16 09:32:01",163,9
"2019-07-16 09:33:01",163,9
"2019-07-16 09:34:01",163,8
"2019-07-16 09:35:01",163,8
"2019-07-16 09:36:01",163,7
"2019-07-16 09:37:01",163,7
"2019-07-16 09:38:01",163,7
"2019-07-16 09:39:01",163,7
"2019-07-16 09:40:01",163,6
"2019-07-16 09:41:01",163,6
"2019-07-16 09:42:01",163,6
"2019-07-16 09:43:04",163,5
"2019-07-16 09:44:04",163,5
"2019-07-16 09:45:04",163,6
"2019-07-16 09:46:08",163,6
"2019-07-16 09:47:08",163,5
"2019-07-16 09:48:08",163,5
"2019-07-16 09:50:12",163,5
"2019-07-16 09:51:12",163,5
"2019-07-16 09:52:15",0
"2019-07-16 09:53:15",163,4
"2019-07-16 09:54:15",163,4
"2019-07-16 09:56:26",163,4
"2019-07-16 09:57:26",163,3
"2019-07-16 09:59:26",163,3
"2019-07-16 10:00:35",163,4
"2019-07-16 10:01:35",163,4
"2019-07-16 10:02:38",163,4
"2019-07-16 10:03:38",163,3
"2019-07-16 10:04:38",163,3
"2019-07-16 10:05:42",163,3
"2019-07-16 10:06:42",163,3
"2019-07-16 10:07:42",163,3
"2019-07-16 10:09:42",163,4
"2019-07-16 10:10:51",163,4
"2019-07-16 10:11:51",163,4
"2019-07-16 10:12:56",163,4
"2019-07-16 10:13:56",163,4
"2019-07-16 10:14:56",163,4
"2019-07-16 10:15:59",163,4
"2019-07-16 10:16:59",163,6
"2019-07-16 10:17:59",163,2
"2019-07-16 10:18:59",163,5
"2019-07-16 10:20:02",163,2
"2019-07-16 10:21:02",163,3
"2019-07-16 10:23:05",163,3
"2019-07-16 10:24:05",163,3
"2019-07-16 10:25:05",163,3
"2019-07-16 10:26:17",163,4
"2019-07-16 10:27:17",163,4
"2019-07-16 10:28:17",163,4
"2019-07-16 10:29:27",0
"2019-07-16 10:30:27",163,4
"2019-07-16 10:31:27",163,5
"2019-07-16 10:33:30",163,5
"2019-07-16 10:34:30",163,5
"2019-07-16 10:36:30",163,5
"2019-07-16 10:37:33",163,6
"2019-07-16 10:38:33",163,6
"2019-07-16 10:39:35",163,6
"2019-07-16 10:40:35",163,6
"2019-07-16 10:41:35",163,6
"2019-07-16 10:42:45",163,6
"2019-07-16 10:43:45",163,6
"2019-07-16 10:44:45",163,6
"2019-07-16 10:45:49",163,7
"2019-07-16 10:46:49",163,7
"2019-07-16 10:47:49",163,7
"2019-07-16 10:48:53",163,7
"2019-07-16 10:49:53",163,7
"2019-07-16 10:50:53",163,7
"2019-07-16 10:52:56",163,7
"2019-07-16 10:53:56",163,7
"2019-07-16 10:55:00",0
"2019-07-16 10:56:00",163,7
"2019-07-16 10:57:00",163,7
"2019-07-16 10:59:13",163,7
"2019-07-16 11:00:13",163,7
"2019-07-16 11:02:13",163,7
"2019-07-16 11:03:18",163,7
"2019-07-16 11:04:18",163,7
"2019-07-16 11:05:24",163,7
"2019-07-16 11:06:24",163,7
"2019-07-16 11:07:24",163,7
"2019-07-16 11:08:34",163,7
"2019-07-16 11:09:34",163,7
"2019-07-16 11:10:34",163,7
"2019-07-16 11:11:37",163,7
"2019-07-16 11:12:37",163,7
"2019-07-16 11:13:37",163,7
"2019-07-16 11:14:37",163,7
"2019-07-16 11:15:41",163,7
"2019-07-16 11:16:41",163,7
"2019-07-16 11:17:41",163,7
"2019-07-16 11:18:46",163,7
"2019-07-16 11:19:46",163,7
"2019-07-16 11:20:46",163,7
"2019-07-16 11:21:57",0
"2019-07-16 11:22:57",163,7
"2019-07-16 11:23:57",163,7
"2019-07-16 11:26:00",163,7
"2019-07-16 11:27:00",163,7
"2019-07-16 11:29:00",163,7
"2019-07-16 11:30:04",163,7
"2019-07-16 11:31:04",163,7
"2019-07-16 11:32:07",163,7
"2019-07-16 11:33:07",163,7
"2019-07-16 11:34:07",163,7
"2019-07-16 11:35:11",163,7
"2019-07-16 11:36:11",163,7
"2019-07-16 11:37:11",163,7
"2019-07-16 11:38:14",163,7
"2019-07-16 11:39:14",163,7
"2019-07-16 11:40:14",163,7
"2019-07-16 11:41:24",163,7
"2019-07-16 11:42:24",163,7
"2019-07-16 11:43:24",163,7
"2019-07-16 11:45:27",163,7
"2019-07-16 11:46:27",163,7
"2019-07-16 11:48:30",163,7
"2019-07-16 11:49:30",163,7
"2019-07-16 11:51:34",163,7
"2019-07-16 11:52:34",163,7
"2019-07-16 11:54:34",163,7
"2019-07-16 11:55:37",163,7
"2019-07-16 11:56:37",163,7
"2019-07-16 11:57:36",163,7
"2019-07-16 11:58:47",163,7
"2019-07-16 11:59:47",163,7
"2019-07-16 12:00:53",0
"2019-07-16 12:02:53",163,7
"2019-07-16 12:03:57",163,7
"2019-07-16 12:04:57",163,7
"2019-07-16 12:06:01",163,7
"2019-07-16 12:07:01",163,6
"2019-07-16 12:08:01",163,6
"2019-07-16 12:09:05",163,5
"2019-07-16 12:10:05",163,5
"2019-07-16 12:11:05",163,5
"2019-07-16 12:12:08",163,4
"2019-07-16 12:13:08",163,4
"2019-07-16 12:14:08",163,4
"2019-07-16 12:16:12",163,3
"2019-07-16 12:17:12",163,3
"2019-07-16 12:18:15",0
"2019-07-16 12:19:15",163,3
"2019-07-16 12:20:15",163,2
"2019-07-16 12:21:27",0
"2019-07-16 12:22:27",163,2
"2019-07-16 12:23:27",163,2
"2019-07-16 12:25:27",163,2
"2019-07-16 12:26:29",163,2
"2019-07-16 12:27:29",163,2
"2019-07-16 12:28:33",163,2
"2019-07-16 12:29:33",163,2
"2019-07-16 12:30:33",163,2
"2019-07-16 12:31:42",163,2
"2019-07-16 12:32:42",163,1
"2019-07-16 12:33:42",163,1
"2019-07-16 12:34:46",163,1
"2019-07-16 12:35:46",163,1
"2019-07-16 12:36:46",163,1
"2019-07-16 12:37:49",163,1
"2019-07-16 12:38:49",163,1
"2019-07-16 12:39:49",163
"2019-07-16 12:41:53",163
"2019-07-16 12:42:53",163
"2019-07-16 12:43:53",163
"2019-07-16 12:44:56",163
"2019-07-16 12:45:56",163
"2019-07-16 12:46:56",163
"2019-07-16 12:48:59",162,1
"2019-07-16 12:49:59",163
"2019-07-16 12:50:59",162,9
"2019-07-16 12:51:59",162,6
"2019-07-16 12:52:59",162,6
"2019-07-16 12:53:59",162,8
"2019-07-16 12:54:59",162,7
"2019-07-16 12:55:59",162,7
"2019-07-16 12:56:59",162,7
"2019-07-16 12:57:59",162,6
"2019-07-16 12:58:59",162,6
"2019-07-16 12:59:59",162,6
"2019-07-16 13:00:59",162,6
"2019-07-16 13:01:59",162,5
"2019-07-16 13:02:59",162,5
"2019-07-16 13:03:59",162,5
"2019-07-16 13:04:59",162,4
"2019-07-16 13:05:59",162,1
"2019-07-16 13:06:59",162,2
"2019-07-16 13:07:59",162,1
"2019-07-16 13:08:59",162,1
"2019-07-16 13:09:59",162,1
"2019-07-16 13:10:59",162
"2019-07-16 13:11:59",162
"2019-07-16 13:12:59",161,9
"2019-07-16 13:13:59",161,9
"2019-07-16 13:14:59",161,8
"2019-07-16 13:15:59",161,8
"2019-07-16 13:16:59",161,8
"2019-07-16 13:17:59",161,7
"2019-07-16 13:18:59",161,7
"2019-07-16 13:19:59",161,6
"2019-07-16 13:20:59",161,6
"2019-07-16 13:21:59",161,6
"2019-07-16 13:22:59",161,6
"2019-07-16 13:23:59",161,5
"2019-07-16 13:24:59",161,5
"2019-07-16 13:25:59",161,8
"2019-07-16 13:26:59",161,2
"2019-07-16 13:27:59",161,3
"2019-07-16 13:28:59",161
"2019-07-16 13:29:59",160,6
"2019-07-16 13:30:59",160,5
"2019-07-16 13:31:59",160,4
"2019-07-16 13:32:59",159,9
"2019-07-16 13:33:59",159,4
"2019-07-16 13:34:59",160,4
"2019-07-16 13:35:59",155,3
"2019-07-16 13:36:59",158,2
"2019-07-16 13:37:59",159,5
"2019-07-16 13:38:59",158,6
"2019-07-16 13:39:59",159,9
"2019-07-16 13:40:59",159,2
"2019-07-16 13:41:59",159,5
"2019-07-16 13:42:59",159,9
"2019-07-16 13:43:59",158,8
"2019-07-16 13:44:59",158,6
"2019-07-16 13:45:59",157,6
"2019-07-16 13:46:59",158,2
"2019-07-16 13:47:59",157,7
"2019-07-16 13:48:59",157,1
"2019-07-16 13:49:59",157,9
"2019-07-16 13:50:59",157,7
"2019-07-16 13:51:59",157,2
"2019-07-22 07:02:04",158,5
"2019-07-22 07:03:15",158,4
"2019-07-22 07:04:15",158,4
"2019-07-22 07:05:15",158,3
"2019-07-22 07:06:15",158,3
"2019-07-22 07:07:15",158,3
"2019-07-22 07:08:15",158,3
"2019-07-23 06:28:46",159
"2019-07-23 06:29:46",159
"2019-07-23 06:30:46",158,9
"2019-07-23 06:31:46",158,8
"2019-07-23 06:32:46",158,8
"2019-07-23 06:33:46",158,8
"2019-07-23 06:34:46",158,8
"2019-07-23 07:05:18",158,6
"2019-07-23 07:06:18",158,5
"2019-07-23 07:07:18",158,5
"2019-07-23 07:08:18",158,5
"2019-07-23 07:09:18",158,4
"2019-07-23 07:10:18",158,4
"2019-07-23 07:11:18",158,3
"2019-07-23 07:12:18",158,3
"2019-07-23 07:13:18",158,3
"2019-07-23 07:14:18",158,2
"2019-07-23 07:15:18",158,2
"2019-07-23 07:16:18",158,2
"2019-07-23 07:17:18",158,1
"2019-07-23 07:18:18",158,1
"2019-07-23 07:19:18",158
"2019-07-23 07:20:18",158
"2019-07-23 07:21:18",158
"2019-07-23 08:11:13",157,9
"2019-07-23 08:12:13",158,1
"2019-07-23 08:13:13",157,9
"2019-07-23 08:14:13",157,9
"2019-07-23 08:15:13",157,9
"2019-07-23 08:16:13",157,8
"2019-07-23 08:17:13",157,7
"2019-07-23 08:18:13",157,7
"2019-07-23 08:19:13",157,7
"2019-07-23 08:20:13",157,7
"2019-07-23 08:21:13",157,6
"2019-07-23 08:22:13",157,6
"2019-07-23 08:23:13",157,5
"2019-07-23 08:24:13",157,5
"2019-07-23 08:25:13",157,4
"2019-07-23 08:26:13",157,4
"2019-07-23 08:27:13",157,3
"2019-07-23 08:28:13",157,3
"2019-07-23 08:29:13",157,2
"2019-07-23 08:30:13",157,3
"2019-07-23 08:31:13",157,2
"2019-07-23 08:32:13",157,2
"2019-07-23 08:33:13",157,1
"2019-07-23 08:34:13",157
"2019-07-23 08:35:13",156,9
"2019-07-23 08:36:13",156,9
"2019-07-23 08:37:13",156,8
"2019-07-23 08:38:13",156,8
"2019-07-23 08:39:13",156,7
"2019-07-23 08:40:13",156,7
"2019-07-23 08:41:13",156,7
"2019-07-23 08:42:13",156,3
"2019-07-23 08:43:13",156,5
"2019-07-23 08:44:13",156,5
"2019-07-23 08:45:13",156,4
"2019-07-23 08:46:13",156,3
"2019-07-23 08:47:13",156,3
"2019-07-23 08:48:13",156,2
"2019-07-23 08:49:13",156,2
"2019-07-23 08:50:13",156,2
"2019-07-23 08:51:13",156,1
"2019-07-23 08:52:13",156,1
"2019-07-23 08:53:13",156,1
"2019-07-23 08:54:13",156
"2019-07-31 09:41:16",156,7
"2019-07-31 09:42:28",156,6
"2019-07-31 09:43:28",156,6
"2019-07-31 09:44:28",156,5
"2019-07-31 09:45:28",156,4
"2019-07-31 09:46:28",156,3
"2019-07-31 09:47:28",156,2
"2019-07-31 09:50:00",156,1
"2019-07-31 09:51:00",156,1
"2019-07-31 09:52:00",156
"2019-07-31 09:53:00",155,9
"2019-08-01 09:20:54",156,4
"2019-08-01 09:21:55",156,3
"2019-08-01 09:22:55",156,2
"2019-08-01 09:23:55",156,2
"2019-08-02 12:27:31",155,2
"2019-08-02 12:28:31",155,2
"2019-08-02 12:29:31",155,1
"2019-08-02 12:30:31",155
"2019-08-02 12:31:31",155
"2019-08-02 12:32:31",155
"2019-08-02 12:33:31",155
"2019-08-02 12:34:31",154,9
"2019-08-02 12:35:31",155
"2019-08-02 12:36:31",155
"2019-08-02 12:37:31",154,9
"2019-08-02 12:38:31",154,9
"2019-08-02 12:39:31",154,9
"2019-08-02 12:40:31",154,8
"2019-08-02 12:41:31",154,8
"2019-08-02 12:42:31",154,7
"2019-08-02 12:43:31",154,7
"2019-08-02 12:44:31",154,6
"2019-08-02 12:45:31",154,6
"2019-08-02 12:46:31",154,5
"2019-08-02 12:47:31",154,5
"2019-08-02 12:48:31",154,5
"2019-08-02 12:49:31",154,2
"2019-08-07 05:57:00",154,7
"2019-08-07 05:58:01",154,6
"2019-08-07 05:59:01",154,5
"2019-08-07 06:00:01",154,5
"2019-08-07 06:01:01",154,4
"2019-08-07 07:05:47",154,4
"2019-08-07 07:06:47",154,4
"2019-08-07 07:07:47",152,3
"2019-08-07 07:08:47",153,6
"2019-08-07 07:09:47",153,4
"2019-08-07 07:10:47",153,5
"2019-08-07 07:11:47",152,5
"2019-08-07 07:12:47",151,7
"2019-08-07 07:13:47",152
"2019-08-07 07:14:47",151,2
"2019-08-07 07:15:47",151,2
"2019-08-07 07:16:47",151
"2019-08-07 07:20:51",150,7
"2019-08-07 07:31:58",150,6
"2019-08-07 07:32:58",150
"2019-08-07 07:33:58",150,3
"2019-08-07 07:34:58",148,7
"2019-08-07 07:35:58",150,5
"2019-08-07 07:36:58",149,7
"2019-08-07 07:37:58",149,5
"2019-08-07 07:38:58",150
"2019-08-07 07:39:58",150,1
"2019-08-07 07:40:58",149,8
"2019-08-07 07:41:58",149,8
"2019-08-07 07:42:58",149,7
"2019-08-07 07:43:58",149,7
"2019-08-07 07:44:58",149,4
"2019-08-07 07:45:58",147,8
"2019-08-07 07:46:58",149
"2019-08-07 07:47:58",147,7
"2019-08-07 07:48:58",148,1
"2019-08-07 07:49:58",147
"2019-08-07 07:50:58",147
"2019-08-07 07:51:58",145,7
"2019-08-07 07:52:57",146,5
"2019-08-07 07:53:58",145,9
"2019-08-07 07:54:58",145,6
"2019-08-07 07:55:58",145,2
"2019-08-07 07:56:58",146,2
"2019-08-07 07:57:58",145,7
"2019-08-07 07:58:58",142,3
"2019-08-07 07:59:58",144,1
"2019-08-07 08:00:58",144
"2019-08-07 08:01:58",157,7
"2019-08-07 08:02:58",194,8
"2019-08-07 08:03:58",231,4
"2019-08-07 08:04:58",267,5
"2019-08-07 08:05:58",302
"2019-08-07 08:06:58",315,1
"2019-08-07 08:07:58",316,7
"2019-08-07 08:08:58",317,1
"2019-08-07 08:09:58",316,5
"2019-08-07 08:10:58",317,7
"2019-08-07 08:11:58",315,7
"2019-08-07 08:12:58",314,6
"2019-08-07 08:13:58",315,7
"2019-08-07 08:14:58",314,4
"2019-08-07 08:15:58",313,4
"2019-08-07 08:16:58",312,5
"2019-08-07 08:17:58",312,1
"2019-08-07 08:18:58",311,1
"2019-08-07 08:19:58",311,2
"2019-08-07 08:20:58",316,1
"2019-08-07 08:21:58",309,5
"2019-08-07 08:22:58",309,6
"2019-08-07 08:23:58",308,5
"2019-08-07 08:24:58",307,7
"2019-08-07 08:25:58",307,4
"2019-08-07 08:26:58",306,6
"2019-08-07 08:27:58",306,5
"2019-08-07 08:28:58",305,8
"2019-08-07 08:29:58",304,9
"2019-08-07 08:30:58",304,6
"2019-08-07 08:31:58",304,1
"2019-08-07 08:32:58",303,6
"2019-08-07 08:33:58",302,9
"2019-08-07 08:34:58",302,7
"2019-08-07 08:35:58",302,2
"2019-08-07 08:36:58",301,4
"2019-08-07 08:37:58",301
"2019-08-07 08:38:58",300,9
"2019-08-07 08:39:58",301,2
"2019-08-07 08:40:57",300,2
"2019-08-07 08:41:57",299,8
"2019-08-07 08:42:57",299,7
"2019-08-07 08:43:57",298,5
"2019-08-07 08:44:57",297,8
"2019-08-07 08:45:57",297,8
"2019-08-07 08:46:57",297,4
"2019-08-07 08:47:57",296,5
"2019-08-07 08:48:57",296,1
"2019-08-07 08:49:57",295,6
"2019-08-07 08:50:57",295
"2019-08-07 08:51:57",294,5
"2019-08-07 08:52:57",294,1
"2019-08-07 08:53:57",293,8
"2019-08-07 08:54:57",293,1
"2019-08-07 08:55:57",292,6
"2019-08-07 08:56:57",292,6
"2019-08-07 08:57:57",292,1
"2019-08-07 08:58:57",291,3
"2019-08-07 08:59:57",290,5
"2019-08-07 09:00:57",290,4
"2019-08-07 09:01:57",289,7
"2019-08-07 09:02:57",289,2
"2019-08-07 09:03:57",288,9
"2019-08-07 09:04:57",288,2
"2019-08-07 09:05:57",288
"2019-08-07 09:06:57",287,2
"2019-08-07 09:07:57",286,9
"2019-08-07 09:08:57",286,9
"2019-08-07 09:09:57",286,3
"2019-08-07 09:10:57",285,1
"2019-08-07 09:11:57",285,2
"2019-08-07 09:12:57",285,1
"2019-08-07 09:13:57",284,5
"2019-08-07 09:14:57",284,2
"2019-08-07 09:15:57",284,1
"2019-08-07 09:16:57",283,1
"2019-08-07 09:17:57",283,1
"2019-08-07 09:18:57",282
"2019-08-07 09:19:57",281,9
"2019-08-07 09:20:57",282,1
"2019-08-07 09:21:57",281,4
"2019-08-07 09:22:57",281,2
"2019-08-07 09:23:57",281,1
"2019-08-07 09:24:57",280,3
"2019-08-07 09:25:57",280
"2019-08-07 09:26:57",279,5
"2019-08-07 09:27:57",279,2
"2019-08-07 09:28:57",278,7
"2019-08-07 09:29:57",278,3
"2019-08-07 09:30:57",277,8
"2019-08-07 09:31:57",277,4
"2019-08-07 09:32:57",277,1
"2019-08-07 09:33:57",276,5
"2019-08-07 09:34:57",276,1
"2019-08-07 09:35:57",276,5
"2019-08-07 09:36:57",276,4
"2019-08-07 09:37:57",275,5
"2019-08-07 09:38:57",275,3
"2019-08-07 09:39:57",275,4
"2019-08-07 09:40:57",275,2
"2019-08-07 09:41:57",274,8
"2019-08-07 09:42:57",274,9
"2019-08-07 09:43:57",274,7
"2019-08-07 09:44:57",274
"2019-08-07 09:45:57",274,6
"2019-08-07 09:46:57",274,2
"2019-08-07 09:47:57",273,3
"2019-08-07 09:48:57",272,9
"2019-08-07 09:49:57",272,6
"2019-08-07 09:50:57",272,2
"2019-08-07 09:51:57",271,1
"2019-08-07 09:52:57",270,5
"2019-08-07 09:53:57",270,2
"2019-08-07 09:54:57",270,7
"2019-08-07 09:55:57",271
"2019-08-07 09:56:57",269,5
"2019-08-07 09:57:57",268,9
"2019-08-07 09:58:57",268,5
"2019-08-07 09:59:57",267,8
"2019-08-07 10:00:57",268,4
"2019-08-07 10:01:57",266,5
"2019-08-07 10:02:57",267,1
"2019-08-07 10:03:57",266,4
"2019-08-07 10:04:57",265,4
"2019-08-07 10:05:57",265,8
"2019-08-07 10:06:57",264,5
"2019-08-07 10:07:57",264,7
"2019-08-07 10:08:57",263,2
"2019-08-07 10:09:57",262,1
"2019-08-07 10:10:57",262,9
"2019-08-07 10:11:57",262,9
"2019-08-07 10:12:57",261,1
"2019-08-07 10:13:57",261,7
"2019-08-07 10:14:57",260,1
"2019-08-07 10:15:57",260,6
"2019-08-07 10:16:57",259,9
"2019-08-07 10:17:57",259,6
"2019-08-07 10:18:57",258,3
"2019-08-07 10:19:57",259,1
"2019-08-07 10:20:57",258,8
"2019-08-07 10:21:57",259,4
"2019-08-07 10:22:57",256,7
"2019-08-07 10:23:57",256,6
"2019-08-07 10:24:57",255,1
"2019-08-07 10:25:57",254,6
"2019-08-07 10:26:57",254,5
"2019-08-07 10:27:57",254,1
"2019-08-07 10:28:57",253,6
"2019-08-07 10:29:57",255,3
"2019-08-07 10:30:57",253,8
"2019-08-07 10:31:57",251,7
"2019-08-07 10:32:57",251,9
"2019-08-07 10:33:57",250,9
"2019-08-07 10:34:57",249,8
"2019-08-07 10:35:57",250,9
"2019-08-07 10:36:57",249,7
"2019-08-07 10:37:57",248,7
"2019-08-07 10:38:57",249,6
"2019-08-07 10:39:57",249
"2019-08-07 10:40:57",248,2
"2019-08-07 10:41:57",247,6
"2019-08-07 10:42:57",246,5
"2019-08-07 10:43:57",247
"2019-08-07 10:44:57",246,4
"2019-08-07 10:45:57",245,5
"2019-08-07 10:46:57",244,6
"2019-08-07 10:47:57",244,4
"2019-08-07 10:48:57",244,1
"2019-08-07 10:49:57",244,9
"2019-08-07 10:50:57",242,6
"2019-08-07 10:51:57",243,3
"2019-08-07 10:52:57",242,2
"2019-08-07 10:53:57",241,7
"2019-08-07 10:54:57",241,5
"2019-08-07 10:55:57",240,4
"2019-08-07 10:56:57",240
"2019-08-07 10:57:57",240
"2019-08-07 10:58:57",240,5
"2019-08-07 10:59:57",238,2
"2019-08-07 11:00:57",238
"2019-08-07 11:01:57",237,4
"2019-08-07 11:02:57",237,3
"2019-08-07 11:03:57",238,9
"2019-08-07 11:04:57",236,9
"2019-08-07 11:05:57",236,1
"2019-08-07 11:06:57",236,2
"2019-08-07 11:07:57",236,4
"2019-08-07 11:08:57",235,1
"2019-08-07 11:09:57",234,2
"2019-08-07 11:10:57",233,7
"2019-08-07 11:11:57",235,2
"2019-08-07 11:12:57",234,3
"2019-08-07 11:13:57",233,2
"2019-08-07 11:14:57",233,7
"2019-08-07 11:15:57",233
"2019-08-07 11:16:57",232,9
"2019-08-07 11:17:57",232,9
"2019-08-07 11:18:57",232,8
"2019-08-07 11:19:57",232,8
"2019-08-07 11:20:57",232,8
"2019-08-07 12:00:37",232,1
"2019-08-07 12:05:00",232,5
"2019-08-07 12:06:00",232,4
"2019-08-07 12:07:00",232,3
"2019-08-07 12:08:00",232,3
"2019-08-07 12:09:00",230,9
"2019-08-07 12:10:00",230,7
"2019-08-07 12:11:00",231,4
"2019-08-07 12:12:00",231
"2019-08-07 12:13:00",230,6
"2019-08-07 12:14:00",232,1
"2019-08-07 12:15:00",230,4
"2019-08-07 12:16:00",231,6
"2019-08-07 12:17:00",231,3
"2019-08-07 12:18:00",230,6
"2019-08-07 12:19:00",230,8
"2019-08-07 12:20:00",230,8
"2019-08-07 12:21:00",230,8
"2019-08-07 12:22:00",230,8
"2019-08-07 12:23:00",230,6
"2019-08-07 12:24:00",229,9
"2019-08-07 12:25:00",230,7
"2019-08-07 12:26:00",230,6
"2019-08-07 12:27:00",230,3
"2019-08-07 12:28:00",230,4
"2019-08-07 12:29:00",230,2
"2019-08-07 12:30:00",230,1
"2019-08-07 12:31:00",230,1
"2019-08-07 12:32:00",229,9
"2019-08-07 12:33:00",230
"2019-08-07 12:34:00",229,9
"2019-08-07 12:35:00",229,9
"2019-08-07 12:36:00",229,7
"2019-08-07 12:37:00",229,7
"2019-08-07 12:38:00",229,3
"2019-08-07 12:39:00",228,7
"2019-08-07 12:40:00",227,8
"2019-08-07 12:41:00",228,3
"2019-08-07 12:42:00",228,3
"2019-08-07 12:43:00",228,6
"2019-08-07 12:44:00",228,6
"2019-08-07 12:45:00",228,6
"2019-08-07 12:46:00",228,6
"2019-08-07 12:47:00",228,5
"2019-08-07 12:48:00",228,5
"2019-08-07 12:49:00",228,4
"2019-08-07 12:50:00",228,4
"2019-08-07 12:51:00",228,3
"2019-08-07 12:52:00",228,3
"2019-08-07 12:53:00",228,2
"2019-08-07 12:54:00",228,2
"2019-08-07 12:55:00",228,1
"2019-08-07 12:56:00",228,1
"2019-08-07 12:57:00",228
"2019-08-07 12:58:00",228
"2019-08-07 12:59:00",228
"2019-08-07 13:00:00",227,5
"2019-08-07 13:01:00",227,7
"2019-08-07 13:02:00",227,7
"2019-08-07 13:03:00",0
"2019-08-07 13:04:00",226,4
"2019-08-07 13:05:00",227,1
"2019-08-07 13:06:00",227
"2019-08-07 13:07:00",226,9
"2019-08-07 13:08:00",227,4
"2019-08-07 13:10:00",227,6
"2019-08-07 13:11:00",227,1
"2019-08-07 13:12:00",227
"2019-08-07 13:13:00",226,7
"2019-08-07 13:14:00",226,4
"2019-08-07 13:15:00",226,4
"2019-08-07 13:16:00",225,9
"2019-08-07 13:17:00",225,9
"2019-08-07 13:18:00",226,6
"2019-08-07 13:19:00",226,4
"2019-08-07 13:20:00",226,9
"2019-08-07 13:21:00",225,1
"2019-08-07 13:22:00",226,1
"2019-08-07 13:23:00",226,4
"2019-08-07 13:24:00",225,5
"2019-08-07 13:25:00",225,9
"2019-08-07 13:26:00",225,3
"2019-08-07 13:27:00",224,2
"2019-08-07 13:28:00",224,9
"2019-08-07 13:29:00",224
"2019-08-07 13:30:00",222,1
"2019-08-07 13:31:00",222
"2019-08-07 13:32:00",224,2
"2019-08-07 13:33:00",225,6
"2019-08-07 13:34:00",223,3
"2019-08-07 13:35:00",223,9
"2019-08-07 13:36:00",224,3
"2019-08-07 13:37:00",223
"2019-08-07 13:38:00",224,8
"2019-08-07 13:39:00",222,6
"2019-08-07 13:40:00",222,7
"2019-08-07 13:41:00",223,6
"2019-08-07 13:42:00",223,2
"2019-08-07 13:43:00",223,5
"2019-08-07 13:44:00",222,2
"2019-08-07 13:45:00",222
"2019-08-07 13:46:00",222,4
"2019-08-07 13:47:00",221,6
"2019-08-07 13:48:00",222,1
"2019-08-07 13:49:00",221,4
"2019-08-07 13:50:00",220,3
"2019-08-07 13:51:00",220,5
"2019-08-07 13:52:00",219,6
"2019-08-07 13:53:00",219
"2019-08-07 13:54:00",218,5
"2019-08-07 13:55:00",217,5
"2019-08-07 13:56:00",217,1
"2019-08-07 13:57:00",217,1
"2019-08-07 13:58:00",215,9
"2019-08-07 13:59:00",215,3
"2019-08-07 14:00:00",215,3
"2019-08-07 14:01:00",215
"2019-08-07 14:02:00",214,3
"2019-08-07 14:03:00",214,4
"2019-08-07 14:04:00",213,7
"2019-08-07 14:05:00",213,1
"2019-08-07 14:06:00",212,2
"2019-08-07 14:07:00",211,1
"2019-08-07 14:08:00",211,3
"2019-08-07 14:09:00",210,7
"2019-08-07 14:10:00",209,1
"2019-08-07 14:11:00",210,5
"2019-08-07 14:12:00",209,9
"2019-08-07 14:13:00",208,3
"2019-08-07 14:14:00",208,4
"2019-08-07 14:15:00",207,8
"2019-08-07 14:16:00",207,2
"2019-08-07 14:17:00",205,7
"2019-08-07 14:18:00",206,1
"2019-08-07 14:19:00",205,7
"2019-08-07 14:20:00",205,9
"2019-08-07 14:21:00",204,4
"2019-08-07 14:22:00",202,6
"2019-08-07 14:23:00",203,5
"2019-08-07 14:24:00",202,7
"2019-08-07 14:25:00",202,4
"2019-08-07 14:26:00",201,9
"2019-08-07 14:27:00",202,2
"2019-08-07 14:28:00",200,8
"2019-08-07 14:29:00",200
"2019-08-07 14:30:00",200
"2019-08-07 14:31:00",199,6
"2019-08-07 14:32:00",198,6
"2019-08-07 14:33:00",198,9
"2019-08-07 14:44:25",198,6
"2019-08-07 14:46:06",198,6
"2019-08-07 14:47:06",198,6
"2019-08-07 14:48:06",198,5
"2019-08-07 14:49:06",198,5
"2019-08-07 14:50:06",198,4
"2019-08-07 14:51:06",198,4
"2019-08-07 14:52:06",198,3
"2019-08-07 14:53:06",198,3
"2019-08-07 14:54:06",198,2
"2019-08-07 14:55:06",198,2
"2019-08-07 14:56:06",198,2
"2019-08-07 14:57:06",198,1
