"DTIME";"SPEED";"HEIGHT"
"2020-02-26 16:28:24";17;10
"2020-02-26 16:28:27";26;11.4
"2020-02-26 16:28:32";27;12.8
"2020-02-26 16:32:08";24;13.9
"2020-02-26 16:32:11";16;13.3
"2020-02-26 16:32:13";24;12.9
"2020-02-26 16:32:16";31;13.7
"2020-02-26 16:32:23";43;13.2
"2020-02-26 16:32:32";11;13
"2020-02-26 16:32:34";13;12.8
"2020-02-26 16:32:37";26;12.3
"2020-02-26 16:32:47";36;12.3
"2020-02-26 16:32:56";13;13.4
"2020-02-26 16:33:39";23;13.4
"2020-02-26 16:33:54";33;13.5
"2020-02-26 16:33:56";37;13.3
"2020-02-26 16:34:02";43;12.4
"2020-02-26 16:34:42";41;11.6
"2020-02-26 16:34:48";20;11.7
"2020-02-26 16:34:53";20;10.9
"2020-02-26 16:34:56";6;11
"2020-02-26 16:35:21";33;12.2
"2020-02-26 16:35:35";10;12.2
"2020-02-26 16:35:47";12;12
"2020-02-26 16:35:49";16;11.6
"2020-02-26 16:35:54";27;10.6
"2020-02-26 16:35:56";20;10.8
"2020-02-26 16:36:21";42;10.2
"2020-02-26 16:36:56";29;6.9
"2020-02-26 16:37:32";9;4.5
"2020-02-26 16:37:35";25;5.2
"2020-02-26 16:37:43";48;6.3
"2020-02-26 16:37:48";40;6.7
"2020-02-26 16:37:49";38;6.3
"2020-02-26 16:37:51";38;5.8
"2020-02-26 16:37:56";53;6.3
"2020-02-26 16:38:15";70;11
"2020-02-26 16:38:26";56;11.6
"2020-02-26 16:38:28";58;11.7
"2020-02-26 16:38:33";42;12
"2020-02-26 16:38:35";46;12.1
"2020-02-26 16:38:37";51;12.4
"2020-02-26 16:38:48";70;12.7
"2020-02-26 16:38:50";72;12.6
"2020-02-26 16:38:53";74;12.6
"2020-02-26 16:38:55";75;12
"2020-02-26 16:38:56";75;11.6
"2020-02-26 16:39:01";75;10.3
"2020-02-26 16:39:06";71;10.3
"2020-02-26 16:39:08";73;9.8
"2020-02-26 16:39:15";67;9.3
"2020-02-26 16:39:19";65;8.5
"2020-02-26 16:39:23";68;8
"2020-02-26 16:39:24";69;7.9
"2020-02-26 16:39:31";72;6.5
"2020-02-26 16:39:36";73;6.2
"2020-02-26 16:39:40";71;5.1
"2020-02-26 16:39:45";69;4.7
"2020-02-26 16:39:50";63;5.1
"2020-02-26 16:39:54";51;5.1
"2020-02-26 16:39:56";54;4.9
"2020-02-26 16:39:58";55;4.9
"2020-02-26 16:40:01";61;4.8
"2020-02-26 16:40:11";60;4.8
"2020-02-26 16:40:23";16;5.7
"2020-02-26 16:40:25";16;6.1
"2020-02-26 16:40:28";31;7.8
"2020-02-26 16:40:35";54;8.7
"2020-02-26 16:40:51";69;8.4
"2020-02-26 16:40:56";71;8.8
"2020-02-26 16:41:03";73;9.7
"2020-02-26 16:41:21";78;9.6
"2020-02-26 16:41:56";81;8
"2020-02-26 16:42:28";89;8.1
"2020-02-26 16:42:34";91;7.9
"2020-02-26 16:42:56";88;8.3
"2020-02-26 16:43:36";90;6.9
"2020-02-26 16:43:48";90;7.1
"2020-02-26 16:43:56";94;8.3
"2020-02-26 16:44:15";81;9.4
"2020-02-26 16:44:21";88;10.1
"2020-02-26 16:44:33";87;9.5
"2020-02-26 16:44:56";85;9.7
"2020-02-26 16:45:04";85;8.8
"2020-02-26 16:45:13";84;7.3
"2020-02-26 16:45:21";87;5.7
"2020-02-26 16:45:29";85;5.9
"2020-02-26 16:45:56";85;6
"2020-02-26 16:46:18";90;3.8
"2020-02-26 16:46:56";71;7.1
"2020-02-26 16:47:38";2;5.6
"2020-02-26 16:47:47";14;5.8
"2020-02-26 16:47:56";29;4.3
"2020-02-26 16:48:19";66;3.3
"2020-02-26 16:48:56";39;2.8
"2020-02-26 16:49:56";20;4.7
"2020-02-26 16:50:56";11;2.1
"2020-02-26 16:51:26";9;5.1
"2020-02-26 16:51:56";6;7.4
"2020-02-26 16:52:56";6;10
"2020-02-26 16:53:56";8;19.9
"2020-02-26 16:54:52";8;20
"2020-02-26 16:54:56";9;19.6
"2020-02-26 16:55:56";0;11.3
"2020-02-26 16:56:08";8;11
"2020-02-26 16:56:56";8;3.4
"2020-02-26 16:57:56";4;7.7
"2020-02-26 16:58:39";4;4
"2020-02-26 16:58:56";1;3.7
"2020-02-26 16:59:10";5;1.8
"2020-02-26 16:59:36";35;-0.9
"2020-02-26 16:59:56";11;-1.1
"2020-02-26 17:00:56";5;-3.9
"2020-02-26 17:01:56";0;-7.2
"2020-02-26 17:02:08";4;-7.4
"2020-02-26 17:02:45";5;-5.7
"2020-02-26 17:02:56";5;-4.5
"2020-02-26 17:03:37";5;-3.7
"2020-02-26 17:03:56";2;-3.6
"2020-02-26 17:04:05";3;-3.1
"2020-02-26 17:04:16";26;4.5
"2020-02-26 17:04:42";40;7.1
"2020-02-26 17:04:56";63;5.8
"2020-02-26 17:05:33";75;-0.9
"2020-02-26 17:05:53";69;-5.1
"2020-02-26 17:05:56";72;-5.1
"2020-02-26 17:06:14";69;-1.5
"2020-02-26 17:06:56";52;-1.2
"2020-02-26 17:07:12";70;-2.7
"2020-02-26 17:07:29";81;-4
"2020-02-26 17:07:38";81;-3.3
"2020-02-26 17:07:43";83;-1.7
"2020-02-26 17:07:53";80;4.5
"2020-02-26 17:07:56";80;6.3
"2020-02-26 17:08:11";58;15.6
"2020-02-26 17:08:16";65;18.4
"2020-02-26 17:08:24";61;18.1
"2020-02-26 17:08:31";33;16.8
"2020-02-26 17:08:43";58;15.1
"2020-02-26 17:08:49";68;13
"2020-02-26 17:08:52";67;12.4
"2020-02-26 17:08:56";67;10.4
"2020-02-26 17:09:00";67;9.8
"2020-02-26 17:09:03";67;9.6
"2020-02-26 17:09:12";65;7.9
"2020-02-26 17:09:16";65;7
"2020-02-26 17:09:18";64;7.4
"2020-02-26 17:09:22";64;8.5
"2020-02-26 17:09:41";66;6.8
"2020-02-26 17:09:53";67;6.7
"2020-02-26 17:09:56";70;7.3
"2020-02-26 17:10:04";69;9.2
"2020-02-26 17:10:24";63;13.9
"2020-02-26 17:10:28";62;12.2
"2020-02-26 17:10:34";55;10.2
"2020-02-26 17:10:56";0;9.5
"2020-02-26 17:11:34";18;8.8
"2020-02-26 17:11:41";37;11.8
"2020-02-26 17:11:48";27;14.8
"2020-02-26 17:11:56";1;14.8
"2020-02-26 17:12:20";10;12.4
"2020-02-26 17:12:56";1;11.8
"2020-02-26 17:13:56";1;5.9
"2020-02-26 17:14:42";12;-2.2
"2020-02-26 17:14:47";10;-4
"2020-02-26 17:14:50";20;-5.7
"2020-02-26 17:14:51";27;-6.4
"2020-02-26 17:14:56";42;-7.7
"2020-02-26 17:15:08";53;-9.3
"2020-02-26 17:15:16";39;-8.9
"2020-02-26 17:15:37";66;-2.2
"2020-02-26 17:15:42";66;1.2
"2020-02-26 17:15:56";67;3.2
"2020-02-26 17:16:03";67;0.7
"2020-02-26 17:16:15";59;-1.6
"2020-02-26 17:16:22";52;-2.7
"2020-02-26 17:16:42";51;-2.6
"2020-02-26 17:16:48";49;-1.9
"2020-02-26 17:16:52";48;-1.9
"2020-02-26 17:16:54";47;-1.5
"2020-02-26 17:16:56";50;-0.4
"2020-02-26 17:16:58";53;-0.1
"2020-02-26 17:17:00";54;-0.2
"2020-02-26 17:17:30";68;12.3
"2020-02-26 17:17:35";75;11.4
"2020-02-26 17:17:40";79;9.4
"2020-02-26 17:17:46";82;8.1
"2020-02-26 17:17:51";84;5.5
"2020-02-26 17:17:56";85;3.9
"2020-02-26 17:18:02";86;4
"2020-02-26 17:18:06";86;3.8
"2020-02-26 17:18:10";85;4.2
"2020-02-26 17:18:14";85;4.1
"2020-02-26 17:18:19";85;2.1
"2020-02-26 17:18:24";82;-0.3
"2020-02-26 17:18:30";82;-1
"2020-02-26 17:18:34";81;-0.6
"2020-02-26 17:18:44";81;-0.2
"2020-02-26 17:18:48";82;0.1
"2020-02-26 17:18:52";84;2.2
"2020-02-26 17:18:56";84;5.8
"2020-02-26 17:19:00";84;9.4
"2020-02-26 17:19:04";84;11.4
"2020-02-26 17:19:08";85;12.6
"2020-02-26 17:19:12";84;13.6
"2020-02-26 17:19:16";85;14.7
"2020-02-26 17:19:20";88;15
"2020-02-26 17:19:24";89;15.4
"2020-02-26 17:19:28";91;15.3
"2020-02-26 17:19:32";92;14.1
"2020-02-26 17:19:36";92;12.7
"2020-02-26 17:19:40";90;11.6
"2020-02-26 17:19:44";91;10.1
"2020-02-26 17:19:49";91;8
"2020-02-26 17:19:56";92;4.7
"2020-02-26 17:20:38";86;-1.5
"2020-02-26 17:20:56";90;-1.7
"2020-02-26 17:21:07";91;-3.1
"2020-02-26 17:21:13";88;-4.3
"2020-02-26 17:21:20";87;-6.9
"2020-02-26 17:21:23";87;-8.4
"2020-02-26 17:21:29";85;-9.8
"2020-02-26 17:21:38";84;-10.2
"2020-02-26 17:21:42";86;-10.9
"2020-02-26 17:21:45";86;-11.3
"2020-02-26 17:21:49";87;-9.4
"2020-02-26 17:21:54";86;-7.7
"2020-02-26 17:21:56";82;-6
"2020-02-26 17:21:59";80;-3.4
"2020-02-26 17:22:00";81;-2.1
"2020-02-26 17:22:02";82;0.5
"2020-02-26 17:22:04";82;1.6
"2020-02-26 17:22:11";86;3.3
"2020-02-26 17:22:21";89;3.2
"2020-02-26 17:22:27";91;2.5
"2020-02-26 17:22:34";89;3.4
"2020-02-26 17:22:41";88;5.5
"2020-02-26 17:22:48";88;8
"2020-02-26 17:22:56";89;7.4
"2020-02-26 17:23:02";88;7.7
"2020-02-26 17:23:08";88;7.3
"2020-02-26 17:23:15";87;5.8
"2020-02-26 17:23:25";77;3.6
"2020-02-26 17:23:30";60;2.9
"2020-02-26 17:23:43";51;-3.1
"2020-02-26 17:23:46";49;-3.9
"2020-02-26 17:23:48";48;-4.3
"2020-02-26 17:23:50";53;-4.9
"2020-02-26 17:23:52";55;-5.7
"2020-02-26 17:23:54";59;-6.8
"2020-02-26 17:23:56";59;-7.7
"2020-02-26 17:24:56";15;-0.7
"2020-02-26 17:25:44";7;4.3
"2020-02-26 17:25:56";17;5.6
"2020-02-26 17:26:38";20;5.9
"2020-02-26 17:26:56";6;6.6
"2020-02-26 17:27:04";12;6.1
"2020-02-26 17:27:23";4;10.8
"2020-02-26 17:27:56";13;11.1
"2020-02-26 17:28:20";19;11.8
"2020-02-26 17:28:56";11;9.6
"2020-02-26 17:29:10";9;7.6
"2020-02-26 17:29:42";17;2
"2020-02-26 17:29:56";13;0
"2020-02-26 17:30:16";36;-1.2
"2020-02-26 17:30:54";34;-2.9
"2020-02-26 17:30:56";34;-2.9
"2020-02-26 17:31:56";0;-1.2
"2020-02-26 17:32:02";17;-0.8
"2020-02-26 17:32:08";43;0
"2020-02-26 17:32:32";15;-2.6
"2020-02-26 17:32:36";26;-4.5
"2020-02-26 17:32:37";32;-4.8
"2020-02-26 17:32:43";51;-6
"2020-02-26 17:32:47";57;-6.3
"2020-02-26 17:32:55";65;-3.8
"2020-02-26 17:32:56";66;-2.9
"2020-02-26 17:33:00";70;-0.5
"2020-02-26 17:33:04";71;0.9
"2020-02-26 17:33:07";70;2
"2020-02-26 17:33:11";69;0.2
"2020-02-26 17:33:15";72;-3.3
"2020-02-26 17:33:20";70;-6.5
"2020-02-26 17:33:33";63;-9.2
"2020-02-26 17:33:56";42;-5.6
"2020-02-26 17:34:56";0;-5.1
"2020-02-26 17:35:47";18;-5
"2020-02-26 17:35:49";29;-5.6
"2020-02-26 17:35:53";44;-5.1
"2020-02-26 17:35:56";40;-4.3
"2020-02-26 17:36:56";15;0.1
"2020-02-26 17:37:05";19;0.7
"2020-02-26 17:37:07";25;0.8
"2020-02-26 17:37:10";37;0.9
"2020-02-26 17:37:25";4;0.9
"2020-02-26 17:37:29";13;2.8
"2020-02-26 17:37:36";17;4.7
"2020-02-26 17:37:55";7;5
"2020-02-26 17:37:56";7;5
"2020-02-26 17:38:56";11;5.3
"2020-02-26 17:39:40";11;5.3
"2020-02-27 09:40:20";0;5
"2020-02-27 09:41:20";0;5
"2020-02-27 09:42:20";0;5
"2020-02-27 09:42:26";0;5
"2020-02-27 09:54:41";0;5
"2020-02-27 10:05:00";0;5
"2020-02-27 10:06:00";0;5
"2020-02-27 10:07:00";0;-5
"2020-02-27 10:07:08";18;11.1
"2020-02-27 10:07:18";30;11.3
"2020-02-27 10:07:35";24;11.8
"2020-02-27 10:07:40";23;10.8
"2020-02-27 10:07:42";17;10.7
"2020-02-27 10:07:44";25;10.9
"2020-02-27 10:07:48";35;11.2
"2020-02-27 10:07:54";21;13.8
"2020-02-27 10:07:56";25;14.3
"2020-02-27 10:08:00";31;15.1
"2020-02-27 10:08:03";39;14.8
"2020-02-27 10:08:09";20;15.1
"2020-02-27 10:08:16";12;16
"2020-02-27 10:08:20";30;15.6
"2020-02-27 10:08:34";46;17
"2020-02-27 10:08:55";62;19.8
"2020-02-27 10:09:00";63;20.1
"2020-02-27 10:09:18";70;24.5
"2020-02-27 10:09:21";71;24.6
"2020-02-27 10:09:33";73;24.5
"2020-02-27 10:09:36";70;25.8
"2020-02-27 10:09:39";70;26.1
"2020-02-27 10:09:42";73;25.8
"2020-02-27 10:09:45";73;26.6
"2020-02-27 10:09:48";68;26.9
"2020-02-27 10:09:52";67;22.8
"2020-02-27 10:09:57";44;17.3
"2020-02-27 10:10:00";23;13.5
"2020-02-27 10:10:02";23;12.1
"2020-02-27 10:10:04";21;11.4
"2020-02-27 10:10:06";25;11
"2020-02-27 10:10:08";33;10.6
"2020-02-27 10:10:18";41;9.4
"2020-02-27 10:10:23";20;8.8
"2020-02-27 10:10:28";4;6.9
"2020-02-27 10:10:32";24;6.1
"2020-02-27 10:10:36";34;5.5
"2020-02-27 10:10:40";48;5.9
"2020-02-27 10:10:45";50;5
"2020-02-27 10:10:48";49;4.6
"2020-02-27 10:10:50";47;4.7
"2020-02-27 10:10:52";46;4.5
"2020-02-27 10:10:54";50;4.4
"2020-02-27 10:10:57";51;5.3
"2020-02-27 10:11:00";49;5.2
"2020-02-27 10:11:35";20;12.7
"2020-02-27 10:11:36";24;12.2
"2020-02-27 10:11:39";30;11.7
"2020-02-27 10:11:47";54;10.4
"2020-02-27 10:11:55";71;13.3
"2020-02-27 10:12:00";72;14.7
"2020-02-27 10:12:22";62;12.7
"2020-02-27 10:12:24";58;12.4
"2020-02-27 10:12:29";50;12.7
"2020-02-27 10:12:37";29;13
"2020-02-27 10:12:49";8;13.5
"2020-02-27 10:12:56";6;13
"2020-02-27 10:13:00";1;12.4
"2020-02-27 10:13:16";3;10.9
"2020-02-27 10:13:34";50;7.4
"2020-02-27 10:13:51";65;16.5
"2020-02-27 10:13:57";65;15.4
"2020-02-27 10:14:00";63;12.9
"2020-02-27 10:14:17";41;3.7
"2020-02-27 10:14:19";37;3.4
"2020-02-27 10:14:21";34;2.8
"2020-02-27 10:14:23";38;2.4
"2020-02-27 10:14:27";46;3.3
"2020-02-27 10:14:49";66;12.1
"2020-02-27 10:14:57";75;13.9
"2020-02-27 10:15:00";77;15.1
"2020-02-27 10:15:09";77;17.6
"2020-02-27 10:15:16";80;17.7
"2020-02-27 10:15:24";82;19.8
"2020-02-27 10:15:30";83;20.8
"2020-02-27 10:15:37";84;22.3
"2020-02-27 10:15:44";84;23.6
"2020-02-27 10:15:50";83;26.4
"2020-02-27 10:15:58";83;26.9
"2020-02-27 10:16:00";84;26.6
"2020-02-27 10:16:15";52;29.2
"2020-02-27 10:16:23";45;30.4
"2020-02-27 10:16:27";54;29.6
"2020-02-27 10:16:30";58;28.7
"2020-02-27 10:16:33";59;27.5
"2020-02-27 10:16:36";52;26.2
"2020-02-27 10:16:39";43;25.3
"2020-02-27 10:16:41";43;24.7
"2020-02-27 10:16:43";43;24.4
"2020-02-27 10:16:45";43;23.3
"2020-02-27 10:16:47";46;22.2
"2020-02-27 10:16:49";49;20.8
"2020-02-27 10:16:51";51;18.6
"2020-02-27 10:16:53";51;16.8
"2020-02-27 10:16:55";53;15.2
"2020-02-27 10:16:57";55;14.3
"2020-02-27 10:17:00";61;13.7
"2020-02-27 10:17:04";69;13.5
"2020-02-27 10:17:08";69;12.5
"2020-02-27 10:17:12";72;12.8
"2020-02-27 10:17:16";76;13.9
"2020-02-27 10:17:19";79;13.8
"2020-02-27 10:17:22";80;13.1
"2020-02-27 10:17:26";80;12.6
"2020-02-27 10:17:30";77;12.1
"2020-02-27 10:17:36";79;11.6
"2020-02-27 10:17:42";79;10.6
"2020-02-27 10:17:48";77;10.7
"2020-02-27 10:17:56";75;9.6
"2020-02-27 10:18:00";73;9.3
"2020-02-27 10:18:06";75;10
"2020-02-27 10:18:13";83;11.5
"2020-02-27 10:18:23";84;15.3
"2020-02-27 10:18:31";82;16.6
"2020-02-27 10:19:00";79;13.4
"2020-02-27 10:19:38";80;18.5
"2020-02-27 10:19:42";79;20.7
"2020-02-27 10:19:47";79;22.9
"2020-02-27 10:19:52";79;24.2
"2020-02-27 10:19:56";80;25.7
"2020-02-27 10:20:00";80;27.1
"2020-02-27 10:20:04";81;27.4
"2020-02-27 10:20:08";82;26.3
"2020-02-27 10:20:12";82;25.9
"2020-02-27 10:20:17";81;24.8
"2020-02-27 10:20:21";75;23.8
"2020-02-27 10:20:26";67;21.8
"2020-02-27 10:20:31";67;20
"2020-02-27 10:20:36";75;18.1
"2020-02-27 10:20:41";77;15.2
"2020-02-27 10:20:46";79;13.3
"2020-02-27 10:21:00";77;9.3
"2020-02-27 10:21:05";76;8.6
"2020-02-27 10:21:10";74;8.7
"2020-02-27 10:21:15";73;8.9
"2020-02-27 10:21:20";75;8.6
"2020-02-27 10:21:26";73;7.6
"2020-02-27 10:21:31";71;7.7
"2020-02-27 10:21:37";70;9.3
"2020-02-27 10:21:43";72;12.4
"2020-02-27 10:21:50";73;14.6
"2020-02-27 10:21:56";73;16.6
"2020-02-27 10:22:00";75;18
"2020-02-27 10:22:05";75;18.8
"2020-02-27 10:22:11";75;18.8
"2020-02-27 10:22:19";68;19
"2020-02-27 10:22:28";61;23.5
"2020-02-27 10:22:35";55;25.8
"2020-02-27 10:22:37";55;25.4
"2020-02-27 10:22:39";55;24.5
"2020-02-27 10:22:41";54;23.2
"2020-02-27 10:22:43";55;21.7
"2020-02-27 10:22:46";55;19.7
"2020-02-27 10:22:49";46;17.2
"2020-02-27 10:22:51";45;15.1
"2020-02-27 10:22:53";43;13.7
"2020-02-27 10:22:55";43;12
"2020-02-27 10:22:57";43;10.9
"2020-02-27 10:22:59";44;10.7
"2020-02-27 10:23:00";45;10.5
"2020-02-27 10:23:02";48;10
"2020-02-27 10:23:04";48;9.6
"2020-02-27 10:23:06";49;9.4
"2020-02-27 10:23:09";54;10.2
"2020-02-27 10:23:14";59;10.4
"2020-02-27 10:23:25";61;9.3
"2020-02-27 10:23:28";63;9.6
"2020-02-27 10:23:31";66;9.8
"2020-02-27 10:23:35";68;9.8
"2020-02-27 10:23:47";69;8.7
"2020-02-27 10:23:54";68;7.9
"2020-02-27 10:24:00";67;8.1
"2020-02-27 10:24:07";68;8.1
"2020-02-27 10:24:13";69;10
"2020-02-27 10:24:24";68;15
"2020-02-27 10:24:34";69;13.2
"2020-02-27 10:24:39";69;9.9
"2020-02-27 10:24:57";68;2.6
"2020-02-27 10:25:00";53;2.9
"2020-02-27 10:26:00";1;4.6
"2020-02-27 10:26:30";12;3.8
"2020-02-27 10:26:33";22;3.9
"2020-02-27 10:26:43";51;6
"2020-02-27 10:27:00";0;7.7
"2020-02-27 10:28:00";0;8
"2020-02-27 10:29:00";0;7.6
"2020-02-27 10:30:00";0;7.8
"2020-02-27 10:31:00";0;7.6
"2020-02-27 10:32:00";0;8.4
"2020-02-27 10:32:54";13;9.7
"2020-02-27 10:33:00";31;9.8
"2020-02-27 10:33:05";44;10.6
"2020-02-27 10:33:15";62;13.1
"2020-02-27 10:33:21";66;16.6
"2020-02-27 10:33:27";62;19.1
"2020-02-27 10:33:46";65;11.7
"2020-02-27 10:33:54";65;10.9
"2020-02-27 10:33:59";67;9.9
"2020-02-27 10:34:00";67;9.7
"2020-02-27 10:34:10";69;8
"2020-02-27 10:34:24";70;9.6
"2020-02-27 10:34:26";71;9.4
"2020-02-27 10:34:29";72;8.7
"2020-02-27 10:34:32";70;8.5
"2020-02-27 10:34:50";60;13
"2020-02-27 10:34:53";59;13.7
"2020-02-27 10:34:55";59;14.1
"2020-02-27 10:34:58";57;14
"2020-02-27 10:35:00";53;13.1
"2020-02-27 10:35:05";57;10.2
"2020-02-27 10:35:15";67;6.7
"2020-02-27 10:35:25";48;4.6
"2020-02-27 10:35:52";75;8.8
"2020-02-27 10:36:00";77;5.8
"2020-02-27 10:36:07";76;3.6
"2020-02-27 10:37:00";11;4.6
"2020-02-27 10:38:00";10;5.3
"2020-02-27 10:38:11";52;6
"2020-02-27 10:38:32";77;10
"2020-02-27 10:38:58";85;11.3
"2020-02-27 10:39:00";86;11.3
"2020-02-27 10:39:15";91;10.6
"2020-02-27 10:39:37";79;10.3
"2020-02-27 10:40:00";36;10.7
"2020-02-27 10:40:36";72;13.5
"2020-02-27 10:40:52";66;13.6
"2020-02-27 10:41:00";70;13.3
"2020-02-27 10:42:00";9;13.2
"2020-02-27 10:43:00";2;10.9
"2020-02-27 10:43:16";14;10.1
"2020-02-27 10:43:37";11;11.4
"2020-02-27 10:44:00";7;10.4
"2020-02-27 10:44:36";44;7.6
"2020-02-27 10:44:48";63;6.4
"2020-02-27 10:45:00";70;6.4
"2020-02-27 10:45:22";73;5.5
"2020-02-27 10:46:00";16;5.2
"2020-02-27 10:46:20";67;5.2
"2020-02-27 10:46:37";70;4.7
"2020-02-27 10:46:48";71;6
"2020-02-27 10:46:53";72;7.1
"2020-02-27 10:47:00";81;6.6
"2020-02-27 10:47:42";87;5.9
"2020-02-27 10:47:45";86;6
"2020-02-27 10:48:00";84;6.5
"2020-02-27 10:48:16";83;8.6
"2020-02-27 10:48:24";78;9.5
"2020-02-27 10:48:32";78;9.4
"2020-02-27 10:49:00";84;9.8
"2020-02-27 10:49:20";87;11
"2020-02-27 10:49:32";90;11.6
"2020-02-27 10:49:52";94;12.2
"2020-02-27 10:50:00";86;12.2
"2020-02-27 10:50:15";96;11.6
"2020-02-27 10:50:27";96;11.3
"2020-02-27 10:50:55";94;10.5
"2020-02-27 10:51:00";93;11.2
"2020-02-27 10:51:40";96;14.3
"2020-02-27 10:51:51";71;15.1
"2020-02-27 10:52:00";51;16.9
"2020-02-27 10:52:27";63;19.9
"2020-02-27 10:52:38";68;19.5
"2020-02-27 10:52:55";58;23.1
"2020-02-27 10:53:00";45;23.5
"2020-02-27 10:53:03";28;23.8
"2020-02-27 10:53:05";24;23.7
"2020-02-27 10:53:07";28;24.1
"2020-02-27 10:53:16";55;24.4
"2020-02-27 10:53:23";62;23.9
"2020-02-27 10:53:32";53;23.2
"2020-02-27 10:53:36";49;22.4
"2020-02-27 10:53:38";51;21.9
"2020-02-27 10:53:41";54;21
"2020-02-27 10:53:48";59;19.4
"2020-02-27 10:53:55";64;19.5
"2020-02-27 10:53:58";67;18.8
"2020-02-27 10:54:00";67;18.4
"2020-02-27 10:54:10";59;18.2
"2020-02-27 10:54:12";61;18.1
"2020-02-27 10:54:16";65;18
"2020-02-27 10:54:20";64;18.7
"2020-02-27 10:54:25";66;19.7
"2020-02-27 10:54:30";68;20.5
"2020-02-27 10:54:33";68;20.5
"2020-02-27 10:54:42";66;18.7
"2020-02-27 10:54:44";67;18.6
"2020-02-27 10:54:47";67;18.5
"2020-02-27 10:54:51";66;17.9
"2020-02-27 10:55:00";50;16.1
"2020-02-27 10:55:02";48;16
"2020-02-27 10:55:04";49;15.9
"2020-02-27 10:55:09";49;15.8
"2020-02-27 10:55:11";51;15.4
"2020-02-27 10:55:14";53;15.2
"2020-02-27 10:55:40";63;17.4
"2020-02-27 10:55:51";40;17
"2020-02-27 10:55:53";37;17
"2020-02-27 10:55:55";38;16.5
"2020-02-27 10:55:58";47;15.6
"2020-02-27 10:56:00";49;15.3
"2020-02-27 10:56:08";41;16.6
"2020-02-27 10:56:20";13;16.6
"2020-02-27 10:56:24";23;16.5
"2020-02-27 10:56:33";48;16.2
"2020-02-27 10:57:00";37;17.1
"2020-02-27 10:57:43";6;18.6
"2020-02-27 10:57:55";6;18.6
"2020-02-27 10:58:00";15;18.8
"2020-02-27 10:58:57";30;16.1
"2020-02-27 10:59:00";42;16.7
"2020-02-27 10:59:40";53;16.8
"2020-02-27 10:59:49";13;17
"2020-02-27 11:00:00";43;16.7
"2020-02-27 11:00:05";49;16.8
"2020-02-27 11:00:17";19;17.1
"2020-02-27 11:00:23";22;16.7
"2020-02-27 11:00:31";28;17
"2020-02-27 11:00:44";32;17.7
"2020-02-27 11:00:48";18;17.7
"2020-02-27 11:00:56";16;17.1
"2020-02-27 11:01:00";29;17.3
"2020-02-27 11:01:06";40;18.1
"2020-02-27 11:01:14";19;19
"2020-02-27 11:01:16";18;19.3
"2020-02-27 11:01:18";26;19.4
"2020-02-27 11:01:22";33;19.3
"2020-02-27 11:01:36";21;18.3
"2020-02-27 11:01:39";9;18.3
"2020-02-27 11:02:00";0;18.7
"2020-02-27 11:03:00";0;18.9
"2020-02-27 11:04:00";0;19.3
"2020-02-27 11:05:00";0;19.2
"2020-02-27 11:05:55";8;20.8
"2020-02-27 11:05:58";11;20.1
"2020-02-27 11:06:00";17;20.1
"2020-02-27 11:06:04";26;20.7
"2020-02-27 11:06:21";19;20.2
"2020-02-27 11:06:23";23;19.7
"2020-02-27 11:06:25";32;19.5
"2020-02-27 11:06:33";44;19.3
"2020-02-27 11:06:46";16;17.1
"2020-02-27 11:06:49";29;17.5
"2020-02-27 11:07:00";35;16.9
"2020-02-27 11:07:23";14;16.5
"2020-02-27 11:07:29";32;17.1
"2020-02-27 11:08:00";22;16.4
"2020-02-27 11:08:08";28;16.9
"2020-02-27 11:09:00";37;20.2
"2020-02-27 11:09:04";27;20.5
"2020-02-27 11:10:00";6;18
"2020-02-27 11:10:04";14;17.4
"2020-02-27 11:10:07";25;17.3
"2020-02-27 11:10:12";18;17.1
"2020-02-27 11:10:49";56;17.5
"2020-02-27 11:11:00";53;16.8
"2020-02-27 11:11:43";37;13.5
"2020-02-27 11:11:52";42;13.7
"2020-02-27 11:11:53";40;14
"2020-02-27 11:11:55";41;14.5
"2020-02-27 11:11:57";44;14.7
"2020-02-27 11:12:00";51;14.2
"2020-02-27 11:12:32";56;16.4
"2020-02-27 11:12:34";56;17.1
"2020-02-27 11:12:36";56;17.6
"2020-02-27 11:12:40";50;18.1
"2020-02-27 11:12:41";49;18.1
"2020-02-27 11:12:43";53;17.9
"2020-02-27 11:12:52";66;17.6
"2020-02-27 11:12:57";69;17.7
"2020-02-27 11:13:00";67;17.4
"2020-02-27 11:13:02";68;17.5
"2020-02-27 11:13:12";65;16.7
"2020-02-27 11:13:15";67;16.9
"2020-02-27 11:13:23";68;15.9
"2020-02-27 11:13:27";66;15.7
"2020-02-27 11:13:31";68;15.9
"2020-02-27 11:13:33";69;15.8
"2020-02-27 11:13:45";64;15.5
"2020-02-27 11:13:48";65;15.7
"2020-02-27 11:13:54";66;15.7
"2020-02-27 11:13:58";64;16.5
"2020-02-27 11:14:00";57;16.6
"2020-02-27 11:14:03";48;16.8
"2020-02-27 11:14:05";52;17.2
"2020-02-27 11:14:09";53;17.6
"2020-02-27 11:14:13";61;18
"2020-02-27 11:14:30";19;19.4
"2020-02-27 11:14:42";20;19.1
"2020-02-27 11:14:44";31;18.9
"2020-02-27 11:14:52";54;18.9
"2020-02-27 11:15:00";64;18.7
"2020-02-27 11:15:08";65;18.4
"2020-02-27 11:15:16";67;17.9
